customerID,BeginDate,EndDate_raw,EndDate_parsed,tenure_months_snapshot,MonthlyCharges,TotalCharges,num_internet_services,has_internet,has_phone,num_services,avg_monthly_from_total,payment_auto,gender,SeniorCitizen,Partner,Dependents,Type,PaperlessBilling,PaymentMethod,InternetService,MultipleLines,churn_left,active_at_snapshot,target
9444-JTXHZ,2019-09-01,2019-10-01 00:00:00,2019-10-01,5.03,76.2,76.2,1,1,0,1,15.14910536779324,0,Male,0,Yes,No,Month-to-month,No,Electronic check,Fiber optic,No,1,0,0
4942-VZZOM,2014-10-01,No,,64.03,66.15,4392.5,2,1,1,3,68.60065594252694,1,Male,0,Yes,No,One year,Yes,Credit card (automatic),DSL,Yes,0,1,1
5510-BOIUJ,2019-10-01,2019-11-01 00:00:00,2019-11-01,4.04,19.25,19.25,0,0,0,0,4.764851485148514,0,Male,0,No,Yes,Month-to-month,No,Mailed check,,No,1,0,0
7502-BNYGS,2016-04-01,No,,46.02,69.1,3168.0,3,1,0,3,68.83963494132985,1,Female,0,Yes,No,Month-to-month,Yes,Credit card (automatic),DSL,No,0,1,1
4291-HYEBC,2017-10-01,No,,28.02,39.1,1096.6,2,1,0,2,39.136331192005706,0,Female,1,Yes,Yes,One year,Yes,Electronic check,DSL,,0,1,1
6147-CBCRA,2017-05-01,No,,33.05,20.05,669.45,0,0,0,0,20.25567322239032,0,Female,0,Yes,No,Month-to-month,No,Mailed check,,No,0,1,1
6047-SUHPR,2016-11-01,No,,38.99,59.8,2343.85,3,1,0,3,60.11413182867401,0,Male,0,Yes,Yes,One year,No,Electronic check,DSL,No,0,1,1
4471-KXAUH,2016-04-01,2019-10-01 00:00:00,2019-10-01,46.02,84.3,3588.4,2,1,1,3,77.97479356801391,0,Female,0,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
9752-ZNQUT,2020-01-01,No,,1.02,48.6,48.6,1,1,0,1,47.64705882352941,0,Female,0,No,No,Month-to-month,Yes,Electronic check,DSL,No,0,1,1
7638-QVMVY,2019-06-01,2020-01-01 00:00:00,2020-01-01,8.05,79.0,522.95,1,1,0,1,64.96273291925466,0,Female,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
1576-PFZIW,2014-04-01,No,,70.04,105.35,7511.9,5,1,0,5,107.25157053112505,1,Male,1,Yes,No,Two year,No,Credit card (automatic),Fiber optic,No,0,1,1
5666-MBJPT,2014-09-01,No,,65.01,25.1,1725.0,0,0,1,1,26.534379326257497,1,Male,0,No,No,Two year,Yes,Bank transfer (automatic),,Yes,0,1,1
7312-XSBAT,2020-01-01,No,,1.02,49.75,49.75,1,1,0,1,48.77450980392157,0,Male,0,No,No,Month-to-month,No,Electronic check,DSL,No,0,1,1
3096-GKWEB,2018-08-01,No,,18.04,94.75,1691.9,2,1,1,3,93.78603104212861,0,Male,0,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,0,1,1
2371-JQHZZ,2018-02-01,No,,23.98,93.0,2248.05,2,1,1,3,93.74687239366139,0,Male,0,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,0,1,1
0674-GCDXG,2014-11-01,No,,63.01,71.9,4479.2,4,1,1,5,71.08712902713854,1,Male,0,No,No,Two year,Yes,Bank transfer (automatic),DSL,Yes,0,1,1
1121-QSIVB,2016-06-01,No,,44.02,77.55,3471.1,3,1,1,4,78.8527941844616,0,Female,0,No,Yes,One year,Yes,Mailed check,DSL,Yes,0,1,1
4396-KLSEH,2019-10-01,No,,4.04,19.85,63.0,0,0,0,0,15.594059405940595,0,Male,0,No,No,Month-to-month,Yes,Electronic check,,No,0,1,1
3244-DCJWY,2019-10-01,2019-11-01 00:00:00,2019-11-01,4.04,70.25,70.25,0,1,0,0,17.388613861386137,0,Female,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
2824-MYYBN,2017-01-01,No,,36.99,95.25,3314.15,2,1,1,3,89.59583671262503,0,Female,0,Yes,Yes,Month-to-month,Yes,Electronic check,Fiber optic,Yes,0,1,1
0875-CABNR,2019-01-01,2019-11-01 00:00:00,2019-11-01,13.01,84.6,865.55,2,1,0,2,66.52959262106071,1,Female,1,No,No,Month-to-month,Yes,Credit card (automatic),Fiber optic,No,1,0,0
6345-HOVES,2017-04-01,No,,34.03,25.05,852.7,0,1,0,0,25.057302380252718,1,Male,0,No,No,Month-to-month,Yes,Bank transfer (automatic),DSL,,0,1,1
8318-LCNBW,2017-03-01,No,,35.05,53.15,1930.9,4,1,0,4,55.089871611982886,1,Male,0,Yes,No,One year,No,Credit card (automatic),DSL,,0,1,1
6469-QJKZW,2019-10-01,No,,4.04,20.15,91.4,0,0,0,0,22.623762376237625,0,Female,0,Yes,No,Month-to-month,No,Electronic check,,No,0,1,1
0147-ESWWR,2016-11-01,No,,38.99,101.25,3949.15,3,1,1,4,101.28622723775327,0,Female,1,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,0,1,1
1217-VASWC,2016-07-01,No,,43.04,100.55,4304.0,4,1,0,4,100.0,1,Male,1,Yes,No,One year,Yes,Bank transfer (automatic),Fiber optic,No,0,1,1
7812-FZHPE,2018-06-01,2019-11-01 00:00:00,2019-11-01,20.04,24.1,409.9,0,0,1,1,20.454091816367264,0,Female,0,Yes,Yes,Month-to-month,No,Mailed check,,Yes,1,0,0
6370-ZVHDV,2015-01-01,No,,61.01,25.3,1554.9,0,0,1,1,25.485985903950173,1,Female,0,Yes,No,Two year,No,Bank transfer (automatic),,Yes,0,1,1
5915-DGNVC,2016-01-01,No,,49.01,71.8,3472.05,4,1,1,5,70.8437053662518,0,Female,0,Yes,No,One year,No,Electronic check,DSL,Yes,0,1,1
6260-XLACS,2019-10-01,No,,4.04,19.7,117.8,0,0,0,0,29.15841584158416,0,Male,0,No,No,One year,No,Mailed check,,No,0,1,1
3566-CAAYU,2014-10-01,No,,64.03,49.85,3210.35,4,1,0,4,50.138216461033885,0,Female,0,Yes,Yes,Two year,No,Electronic check,DSL,,0,1,1
4983-CCWMC,2019-11-01,No,,3.02,69.6,207.4,0,1,0,0,68.67549668874172,0,Male,0,No,No,Month-to-month,Yes,Mailed check,Fiber optic,No,0,1,1
9103-CXVOK,2020-01-01,No,,1.02,19.75,19.75,0,0,0,0,19.362745098039216,0,Male,0,Yes,Yes,Month-to-month,No,Electronic check,,No,0,1,1
2896-TBNBE,2016-10-01,No,,40.01,80.8,3132.75,2,1,0,2,78.29917520619846,0,Male,0,Yes,No,One year,No,Electronic check,Fiber optic,No,0,1,1
4797-AXPXK,2019-12-01,2020-01-01 00:00:00,2020-01-01,2.04,60.0,60.0,3,1,0,3,29.41176470588235,0,Female,0,No,Yes,Month-to-month,Yes,Electronic check,DSL,No,1,0,0
5229-PRWKT,2019-03-01,2019-11-01 00:00:00,2019-11-01,11.07,86.55,649.65,1,1,1,2,58.68563685636856,0,Male,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
6982-UQZLY,2019-10-01,2019-11-01 00:00:00,2019-11-01,4.04,20.85,20.85,0,0,0,0,5.160891089108911,0,Female,1,Yes,No,Month-to-month,Yes,Mailed check,,No,1,0,0
2522-WLNSF,2017-04-01,No,,34.03,64.2,2106.3,3,1,0,3,61.89538642374376,1,Female,1,Yes,No,One year,No,Bank transfer (automatic),DSL,No,0,1,1
3841-CONLJ,2020-01-01,No,,1.02,35.0,35.0,1,1,0,1,34.31372549019608,0,Female,0,Yes,No,Month-to-month,No,Electronic check,DSL,,0,1,1
5057-LCOUI,2016-10-01,2020-01-01 00:00:00,2020-01-01,40.01,50.75,2011.4,3,1,0,3,50.272431892027,0,Female,0,No,No,Month-to-month,Yes,Electronic check,DSL,,1,0,0
0193-ESZXP,2014-12-01,2019-10-01 00:00:00,2019-10-01,62.02,105.5,6205.5,5,1,0,5,100.05643340857787,1,Female,1,Yes,No,One year,Yes,Credit card (automatic),Fiber optic,No,1,0,0
4475-NVTLU,2016-05-01,No,,45.04,19.2,903.7,0,0,0,0,20.064387211367674,0,Male,0,Yes,Yes,Two year,No,Electronic check,,No,0,1,1
4369-HTUIF,2019-07-01,2020-01-01 00:00:00,2020-01-01,7.06,85.15,503.6,2,1,0,2,71.3314447592068,1,Male,1,No,No,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,1,0,0
9386-LDCZR,2016-07-01,No,,43.04,90.65,3882.3,4,1,0,4,90.2021375464684,1,Male,0,No,No,One year,Yes,Credit card (automatic),Fiber optic,No,0,1,1
9585-KKMFD,2016-09-01,No,,41.0,20.0,879.8,0,0,0,0,21.458536585365852,0,Male,0,Yes,Yes,Two year,Yes,Mailed check,,No,0,1,1
5399-ZIMKF,2019-09-01,No,,5.03,74.65,383.65,1,1,0,1,76.27236580516897,0,Male,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,0,1,1
0336-KXKFK,2014-02-01,No,,71.98,61.2,4390.25,5,1,0,5,60.99263684356765,1,Male,0,No,No,Two year,Yes,Credit card (automatic),DSL,,0,1,1
5619-XZZKR,2019-10-01,No,,4.04,19.95,68.2,0,0,0,0,16.88118811881188,0,Male,0,No,No,One year,No,Mailed check,,No,0,1,1
3948-FVVRP,2019-05-01,No,,9.07,54.8,452.8,2,1,0,2,49.92282249173098,0,Male,0,Yes,Yes,Month-to-month,No,Mailed check,DSL,No,0,1,1
5327-XOKKY,2014-02-01,No,,71.98,73.45,5329.0,3,1,1,4,74.03445401500416,1,Male,1,Yes,No,Two year,Yes,Credit card (automatic),DSL,Yes,0,1,1
0983-TATYJ,2017-05-01,No,,33.05,51.45,1758.9,1,1,0,1,53.219364599092295,0,Female,0,Yes,No,One year,Yes,Mailed check,DSL,No,0,1,1
1813-JYWTO,2014-02-01,No,,71.98,80.45,5737.6,1,1,1,2,79.71103084190052,1,Female,0,Yes,No,Two year,No,Bank transfer (automatic),Fiber optic,Yes,0,1,1
0156-FVPTA,2018-01-01,2019-11-01 00:00:00,2019-11-01,25.0,54.2,1152.7,2,1,0,2,46.108000000000004,0,Male,0,Yes,No,Month-to-month,Yes,Electronic check,DSL,No,1,0,0
1984-FCOWB,2014-02-01,2019-12-01 00:00:00,2019-12-01,71.98,109.5,7674.55,5,1,1,6,106.62058905251459,0,Female,0,Yes,No,One year,Yes,Electronic check,Fiber optic,Yes,1,0,0
0654-HMSHN,2018-01-01,2019-10-01 00:00:00,2019-10-01,25.0,104.4,2157.95,4,1,1,5,86.318,0,Male,0,Yes,Yes,Month-to-month,No,Electronic check,Fiber optic,Yes,1,0,0
6719-OXYBR,2018-11-01,No,,15.01,85.3,1219.85,2,1,0,2,81.26915389740172,0,Male,0,No,No,Month-to-month,No,Electronic check,Fiber optic,No,0,1,1
3312-ZWLGF,2017-09-01,No,,29.01,79.3,2414.55,1,1,1,2,83.2316442605998,0,Male,1,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,0,1,1
6476-YHMGA,2018-11-01,No,,15.01,76.5,1155.6,5,1,0,5,76.98867421718853,1,Female,0,Yes,Yes,Month-to-month,No,Bank transfer (automatic),DSL,No,0,1,1
5287-QWLKY,2014-02-01,2020-01-01 00:00:00,2020-01-01,71.98,105.1,7548.1,4,1,1,5,104.8638510697416,1,Male,1,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,1,0,0
0795-XCCTE,2014-02-01,No,,71.98,25.4,1809.35,0,0,1,1,25.13684356765768,1,Male,1,No,No,Two year,No,Bank transfer (automatic),,Yes,0,1,1
0168-XZKBB,2018-07-01,No,,19.05,86.85,1564.4,1,1,1,2,82.12073490813648,0,Female,0,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,0,1,1
3785-NRHYR,2020-01-01,No,,1.02,19.65,19.65,0,0,0,0,19.26470588235294,0,Male,0,No,No,Month-to-month,No,Mailed check,,No,0,1,1
5196-SGOAK,2019-12-01,2020-01-01 00:00:00,2020-01-01,2.04,75.7,75.7,1,1,0,1,37.1078431372549,0,Female,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
4537-DKTAL,2019-12-01,No,,2.04,45.55,84.4,0,1,0,0,41.372549019607845,0,Female,0,No,No,Month-to-month,No,Electronic check,DSL,No,0,1,1
7072-MBHEV,2019-03-01,No,,11.07,78.1,864.85,1,1,1,2,78.12556458897922,1,Female,1,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,0,1,1
5602-BVFMK,2019-02-01,No,,11.99,19.3,228.75,0,0,0,0,19.07839866555463,0,Female,0,No,No,One year,No,Mailed check,,No,0,1,1
6297-NOOPG,2014-04-01,No,,70.04,110.5,7752.05,5,1,1,6,110.68032552826955,0,Female,0,Yes,No,Two year,Yes,Electronic check,Fiber optic,Yes,0,1,1
1891-UAWWU,2018-04-01,2019-12-01 00:00:00,2019-12-01,22.04,90.8,1951.0,2,1,1,3,88.52087114337569,0,Female,1,Yes,No,Month-to-month,No,Electronic check,Fiber optic,Yes,1,0,0
8204-TIFGJ,2018-03-01,No,,23.06,20.3,470.6,0,0,0,0,20.40763226366002,1,Female,0,No,No,Month-to-month,Yes,Bank transfer (automatic),,No,0,1,1
8050-DVOJX,2016-01-01,No,,49.01,81.35,4060.9,5,1,1,6,82.858600285656,1,Male,1,No,No,Two year,No,Credit card (automatic),DSL,Yes,0,1,1
6108-OQZDQ,2019-08-01,2019-12-01 00:00:00,2019-12-01,6.04,97.95,384.5,3,1,1,4,63.658940397350996,0,Female,0,Yes,Yes,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
0363-QJVFX,2017-04-01,2019-12-01 00:00:00,2019-12-01,34.03,108.15,3432.9,5,1,1,6,100.87863649720835,1,Male,0,No,No,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,1,0,0
8903-XEBGX,2019-12-01,No,,2.04,55.3,108.65,1,1,0,1,53.25980392156863,0,Male,0,No,Yes,Month-to-month,Yes,Electronic check,DSL,No,0,1,1
8169-SAEJD,2014-05-01,No,,69.05,56.55,3952.65,4,1,0,4,57.243301955105,1,Male,1,Yes,No,Two year,No,Credit card (automatic),DSL,,0,1,1
9840-DVNDC,2019-04-01,2019-10-01 00:00:00,2019-10-01,10.05,80.5,463.05,1,1,0,1,46.07462686567164,1,Male,0,No,No,Month-to-month,Yes,Credit card (automatic),Fiber optic,No,1,0,0
1089-XZWHH,2018-02-01,No,,23.98,19.7,494.05,0,0,0,0,20.602585487906588,0,Female,0,Yes,Yes,Two year,Yes,Mailed check,,No,0,1,1
2325-WINES,2017-06-01,No,,32.03,104.05,3416.85,4,1,1,5,106.67655323134561,1,Female,0,No,No,One year,Yes,Credit card (automatic),Fiber optic,Yes,0,1,1
6064-ZATLR,2017-11-01,No,,27.0,52.85,1498.65,2,1,0,2,55.50555555555556,1,Female,0,No,No,Two year,No,Bank transfer (automatic),DSL,No,0,1,1
3096-JRDSO,2017-09-01,2019-12-01 00:00:00,2019-12-01,29.01,104.3,2867.75,4,1,1,5,98.85384350224061,1,Female,1,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,1,0,0
7824-PANSQ,2015-04-01,No,,58.05,80.65,4807.35,1,1,1,2,82.8139534883721,1,Male,0,No,No,Month-to-month,No,Bank transfer (automatic),Fiber optic,Yes,0,1,1
8042-JVNFH,2019-11-01,2019-12-01 00:00:00,2019-12-01,3.02,71.35,71.35,0,1,0,0,23.625827814569533,0,Male,0,No,No,Month-to-month,Yes,Mailed check,Fiber optic,No,1,0,0
9648-BCHKM,2018-08-01,No,,18.04,24.65,471.35,0,0,1,1,26.128048780487806,1,Female,0,Yes,Yes,Two year,Yes,Credit card (automatic),,Yes,0,1,1
2888-ADFAO,2016-03-01,No,,47.04,21.3,1041.8,0,0,0,0,22.147108843537413,1,Female,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),,No,0,1,1
8707-HOEDG,2014-04-01,No,,70.04,110.2,7689.8,5,1,1,6,109.79154768703597,0,Female,0,Yes,Yes,Two year,Yes,Electronic check,Fiber optic,Yes,0,1,1
3374-LXDEV,2018-09-01,2019-10-01 00:00:00,2019-10-01,17.02,89.4,1132.35,3,1,1,4,66.53055229142186,0,Female,0,No,No,Month-to-month,No,Electronic check,Fiber optic,Yes,1,0,0
4072-IPYLT,2017-02-01,No,,35.97,51.05,1815.0,1,1,0,1,50.45871559633028,1,Female,0,Yes,Yes,Month-to-month,No,Credit card (automatic),DSL,No,0,1,1
7167-PCEYD,2014-07-01,No,,67.05,19.8,1311.3,0,0,0,0,19.55704697986577,0,Male,0,No,No,Two year,Yes,Mailed check,,No,0,1,1
4936-YPJNK,2019-04-01,No,,10.05,19.9,199.45,0,0,0,0,19.845771144278604,0,Female,0,No,No,Month-to-month,Yes,Mailed check,,No,0,1,1
1580-BMCMR,2018-07-01,No,,19.05,87.3,1637.3,2,1,0,2,85.94750656167979,0,Male,1,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,0,1,1
4817-KEQSP,2014-03-01,No,,71.06,19.85,1326.35,0,0,0,0,18.665212496481846,1,Female,0,Yes,Yes,Two year,No,Bank transfer (automatic),,No,0,1,1
6408-WHTEF,2014-02-01,No,,71.98,89.4,6376.55,6,1,1,7,88.58780216726868,0,Male,0,Yes,Yes,Two year,Yes,Mailed check,DSL,Yes,0,1,1
9251-AWQGT,2016-02-01,No,,48.0,20.0,935.9,0,0,0,0,19.497916666666665,0,Female,0,Yes,Yes,Two year,No,Mailed check,,No,0,1,1
8749-CLJXC,2020-01-01,No,,1.02,20.05,20.05,0,0,0,0,19.65686274509804,0,Male,0,No,No,Month-to-month,No,Mailed check,,No,0,1,1
7989-VCQOH,2018-08-01,No,,18.04,83.25,1611.15,5,1,0,5,89.30986696230599,0,Male,0,Yes,Yes,Month-to-month,No,Electronic check,DSL,No,0,1,1
5049-GLYVG,2019-09-01,2019-10-01 00:00:00,2019-10-01,5.03,20.6,20.6,0,0,0,0,4.095427435387674,0,Male,0,No,No,Month-to-month,No,Mailed check,,No,1,0,0
4199-QHJNM,2014-07-01,No,,67.05,102.9,6989.7,4,1,1,5,104.24608501118568,1,Male,1,Yes,No,Two year,No,Bank transfer (automatic),Fiber optic,Yes,0,1,1
8882-TLVRW,2014-05-01,No,,69.05,39.1,2779.5,3,1,0,3,40.253439536567704,0,Male,0,Yes,Yes,Two year,No,Mailed check,DSL,,0,1,1
5883-GTGVD,2018-06-01,2020-01-01 00:00:00,2020-01-01,20.04,99.95,1931.75,3,1,1,4,96.39471057884232,0,Male,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
5135-GRQJV,2014-02-01,No,,71.98,114.5,8331.95,6,1,1,7,115.75368157821617,0,Male,1,Yes,No,Two year,Yes,Mailed check,Fiber optic,Yes,0,1,1
2384-OVPSA,2016-12-01,No,,38.01,20.2,735.9,0,0,0,0,19.36069455406472,0,Female,1,No,No,Two year,No,Mailed check,,No,0,1,1
1371-WEPDS,2016-10-01,No,,40.01,55.8,2283.3,1,1,0,1,57.06823294176456,0,Male,1,Yes,No,One year,No,Electronic check,DSL,No,0,1,1
3580-GICBM,2015-01-01,No,,61.01,24.2,1445.2,0,0,1,1,23.687920013112606,0,Female,0,Yes,Yes,Two year,Yes,Mailed check,,Yes,0,1,1
4817-QRJSX,2019-03-01,2020-01-01 00:00:00,2020-01-01,11.07,81.0,818.05,1,1,1,2,73.89792231255645,1,Female,0,No,No,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,1,0,0
9730-DRTMJ,2017-06-01,No,,32.03,72.8,2333.05,3,1,1,4,72.83952544489541,1,Male,0,Yes,No,One year,Yes,Credit card (automatic),DSL,Yes,0,1,1
4686-UXDML,2018-05-01,No,,21.06,99.85,1992.55,3,1,1,4,94.61301044634378,1,Female,0,No,No,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,0,1,1
3349-ANQNH,2015-03-01,No,,59.07,99.5,5890.0,3,1,1,4,99.71220585745725,0,Female,1,No,No,One year,Yes,Electronic check,Fiber optic,Yes,0,1,1
2398-YPMUR,2018-09-01,2019-10-01 00:00:00,2019-10-01,17.02,70.15,916.75,0,1,0,0,53.86310223266745,0,Female,1,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
0932-YIXYU,2016-03-01,No,,47.04,20.25,1029.8,0,0,0,0,21.892006802721088,1,Female,0,No,No,Two year,No,Credit card (automatic),,No,0,1,1
7480-SPLEF,2014-05-01,No,,69.05,26.0,1796.55,0,0,1,1,26.01810282404055,1,Male,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),,Yes,0,1,1
7636-XUHWW,2019-12-01,No,,2.04,19.9,33.7,0,0,0,0,16.519607843137255,1,Male,0,No,No,Month-to-month,Yes,Credit card (automatic),,No,0,1,1
1431-CYWMH,2018-04-01,No,,22.04,19.05,454.05,0,0,0,0,20.601179673321237,1,Female,0,Yes,Yes,Month-to-month,No,Bank transfer (automatic),,No,0,1,1
5937-EORGB,2018-11-01,No,,15.01,96.5,1392.25,3,1,1,4,92.75483011325782,0,Male,1,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,0,1,1
6349-JDHQP,2015-09-01,No,,53.02,19.85,1049.6,0,0,0,0,19.796303281780457,1,Female,0,No,No,Two year,No,Credit card (automatic),,No,0,1,1
5539-HIVAK,2017-10-01,No,,28.02,25.7,734.6,0,0,1,1,26.216987865810136,0,Female,1,Yes,No,Month-to-month,No,Mailed check,,Yes,0,1,1
5847-MXBEO,2018-04-01,No,,22.04,20.3,475.1,0,0,0,0,21.556261343012707,0,Male,0,No,No,One year,No,Mailed check,,No,0,1,1
9985-MWVIX,2019-10-01,2019-11-01 00:00:00,2019-11-01,4.04,70.15,70.15,0,1,0,0,17.363861386138616,0,Female,0,No,No,Month-to-month,Yes,Mailed check,Fiber optic,No,1,0,0
4583-PARNH,2018-10-01,No,,16.03,91.55,1540.05,3,1,0,3,96.07298814722394,0,Male,1,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,No,0,1,1
1116-FRYVH,2016-02-01,No,,48.0,39.4,1978.65,3,1,0,3,41.221875000000004,0,Female,0,Yes,Yes,Two year,No,Mailed check,DSL,,0,1,1
1421-HCERK,2017-08-01,No,,30.03,105.7,3181.8,5,1,1,6,105.95404595404595,1,Male,1,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,0,1,1
9633-XQABV,2019-11-01,No,,3.02,70.25,229.7,0,1,0,0,76.05960264900662,0,Female,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,0,1,1
0716-BQNDX,2015-05-01,No,,57.06,93.75,5625.55,3,1,1,4,98.5900806168945,0,Male,1,No,No,Two year,No,Electronic check,Fiber optic,Yes,0,1,1
1265-XTECC,2014-02-01,2019-10-01 00:00:00,2019-10-01,71.98,96.55,6581.9,3,1,1,4,91.44067796610169,1,Female,1,Yes,No,One year,Yes,Credit card (automatic),Fiber optic,Yes,1,0,0
1183-CANVH,2018-03-01,No,,23.06,60.0,1347.15,2,1,0,2,58.41934084995664,1,Female,0,Yes,No,One year,No,Bank transfer (automatic),DSL,No,0,1,1
1972-XMUWV,2014-09-01,No,,65.01,59.8,3808.2,2,1,0,2,58.57868020304568,1,Female,0,Yes,No,Two year,Yes,Credit card (automatic),DSL,No,0,1,1
8679-LZBMD,2016-06-01,No,,44.02,90.65,3974.15,2,1,0,2,90.28055429350295,1,Male,0,Yes,No,One year,Yes,Bank transfer (automatic),Fiber optic,No,0,1,1
3407-JMJQQ,2014-03-01,No,,71.06,109.0,7661.8,5,1,1,6,107.82155924570785,1,Female,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),Fiber optic,Yes,0,1,1
6252-DFGTK,2017-01-01,No,,36.99,68.1,2479.25,3,1,1,4,67.02487158691538,1,Female,0,Yes,No,One year,No,Credit card (automatic),DSL,Yes,0,1,1
1539-LNKHM,2019-02-01,No,,11.99,20.4,266.6,0,0,0,0,22.235195996663887,0,Female,0,No,No,Month-to-month,No,Mailed check,,No,0,1,1
8645-KOMJQ,2014-05-01,No,,69.05,81.95,5601.4,5,1,1,6,81.12092686459087,1,Male,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),DSL,Yes,0,1,1
0289-IVARM,2017-03-01,No,,35.05,60.55,1982.6,3,1,0,3,56.56490727532097,0,Female,0,No,No,Month-to-month,No,Electronic check,DSL,No,0,1,1
9761-XUJWD,2019-09-01,No,,5.03,65.6,339.9,3,1,0,3,67.57455268389661,1,Male,0,No,No,Month-to-month,Yes,Bank transfer (automatic),DSL,No,0,1,1
4057-FKCZK,2015-04-01,No,,58.05,82.5,4828.05,1,1,1,2,83.17054263565892,1,Male,0,Yes,Yes,Two year,No,Bank transfer (automatic),Fiber optic,Yes,0,1,1
4291-TPNFG,2014-02-01,No,,71.98,82.3,5980.55,5,1,1,6,83.08627396499027,1,Male,0,Yes,No,Two year,Yes,Bank transfer (automatic),DSL,Yes,0,1,1
6087-YPWHO,2014-02-01,No,,71.98,68.15,4808.7,4,1,1,5,66.8060572381217,0,Male,0,Yes,No,Two year,No,Mailed check,DSL,Yes,0,1,1
3090-QFUVD,2020-01-01,No,,1.02,20.3,20.3,0,0,0,0,19.901960784313726,1,Female,0,No,No,Month-to-month,No,Credit card (automatic),,No,0,1,1
2237-ZFSMY,2016-09-01,2019-12-01 00:00:00,2019-12-01,41.0,95.55,3692.85,4,1,0,4,90.06951219512194,0,Female,0,No,No,One year,Yes,Electronic check,Fiber optic,No,1,0,0
1722-LDZJS,2015-09-01,No,,53.02,20.2,1068.15,0,0,0,0,20.14617125612976,1,Male,0,Yes,Yes,One year,No,Credit card (automatic),,No,0,1,1
1818-ESQMW,2017-11-01,No,,27.0,89.2,2383.6,3,1,0,3,88.28148148148148,0,Female,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,0,1,1
4871-JTKJF,2019-11-01,2019-12-01 00:00:00,2019-12-01,3.02,69.65,69.65,0,1,0,0,23.06291390728477,0,Female,1,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
1415-YFWLT,2019-12-01,2020-01-01 00:00:00,2020-01-01,2.04,89.3,89.3,2,1,0,2,43.77450980392157,0,Female,1,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
7401-RUBNK,2018-08-01,No,,18.04,74.8,1438.05,1,1,0,1,79.71452328159646,0,Female,0,Yes,No,Month-to-month,No,Electronic check,Fiber optic,No,0,1,1
0506-YLVKJ,2016-04-01,No,,46.02,20.2,917.45,0,0,0,0,19.935897435897434,0,Male,0,Yes,Yes,Two year,Yes,Mailed check,,No,0,1,1
8661-BOYNW,2014-02-01,No,,71.98,84.4,6096.45,5,1,1,6,84.6964434565157,1,Female,0,Yes,No,Two year,Yes,Credit card (automatic),DSL,Yes,0,1,1
6711-VTNRE,2016-11-01,2019-11-01 00:00:00,2019-11-01,38.99,87.55,3078.1,3,1,0,3,78.94588355988715,0,Female,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
4815-GBTCD,2019-10-01,No,,4.04,25.15,99.95,0,1,0,0,24.74009900990099,0,Female,0,Yes,No,Month-to-month,Yes,Electronic check,DSL,,0,1,1
2805-AUFQN,2018-01-01,No,,25.0,19.8,475.2,0,0,0,0,19.008,1,Female,0,No,No,Two year,No,Credit card (automatic),,No,0,1,1
0980-PVMRC,2016-10-01,No,,40.01,50.85,2036.55,3,1,0,3,50.90102474381405,0,Female,0,Yes,Yes,Month-to-month,Yes,Electronic check,DSL,,0,1,1
7233-DRTRF,2014-11-01,No,,63.01,102.4,6444.05,4,1,1,5,102.27027455959372,0,Male,0,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,0,1,1
